"","audience_score","feature_film","drama","runtime","mpaa_rating_R","thtr_rel_year","oscar_season","summer_season","imdb_rating","imdb_num_votes","critics_score","best_pic_nom","best_pic_win","best_actor_win","best_actress_win","best_dir_win","top200_box"
"569",69,"yes","no",110,"yes",2008,"no","yes",6.7,290958,72,"no","no","no","no","no","no"
"570",71,"yes","yes",123,"yes",1974,"no","no",7.1,3146,89,"no","no","no","yes","no","no"
"571",39,"yes","no",100,"yes",1999,"no","no",5.5,10886,25,"no","no","no","no","no","no"
"572",82,"yes","no",94,"yes",1995,"yes","no",7.2,96471,55,"no","no","no","no","no","no"
"573",46,"yes","yes",106,"no",1992,"no","no",5.9,17101,20,"no","no","no","no","no","no"
"574",68,"no","no",40,"no",2007,"yes","no",7,723,100,"no","no","no","no","no","no"
"575",87,"yes","yes",152,"no",2004,"yes","no",7.7,106171,81,"yes","no","yes","no","no","no"
"576",85,"yes","yes",136,"no",2005,"no","no",7.2,88777,65,"no","no","no","no","no","no"
"577",89,"yes","yes",122,"yes",2001,"yes","no",7.7,294683,72,"no","no","yes","no","no","no"
"578",71,"yes","yes",118,"yes",1977,"yes","no",6.8,51534,88,"no","no","no","no","no","yes"
"579",62,"yes","yes",112,"yes",2004,"no","yes",6.9,3487,77,"no","no","no","no","no","no"
"580",68,"yes","no",128,"yes",1983,"yes","no",7.1,5115,88,"no","no","yes","no","no","no"
"581",80,"yes","yes",92,"no",1988,"no","no",6.9,15449,97,"no","no","no","no","no","no"
"582",34,"yes","no",106,"no",1986,"no","yes",5.7,2181,75,"no","no","no","no","no","no"
"583",81,"yes","no",132,"no",1980,"no","yes",6.2,9832,77,"no","no","no","no","no","no"
"584",80,"yes","yes",124,"yes",2007,"no","no",7.2,247105,48,"no","no","no","no","no","no"
"585",89,"no","no",119,"yes",1995,"no","yes",8,13614,95,"no","no","no","no","no","no"
"586",72,"yes","yes",96,"no",2005,"yes","no",6.2,78297,42,"no","no","no","no","no","no"
"587",86,"yes","yes",95,"no",1979,"no","no",7.6,4369,89,"no","no","no","no","no","no"
"588",29,"yes","no",107,"no",1995,"no","yes",4.9,6765,31,"no","no","no","no","no","no"
"589",59,"yes","no",122,"no",1981,"no","no",6.6,16137,83,"no","no","yes","yes","no","no"
"590",81,"yes","yes",109,"yes",2004,"no","no",7.3,101850,82,"no","no","no","yes","no","no"
"591",71,"no","no",107,"no",2004,"no","yes",7.1,504,86,"no","no","no","yes","no","no"
"592",94,"no","no",94,"no",2010,"yes","no",7.4,1935,100,"no","no","no","no","no","no"
"593",54,"yes","no",109,"yes",1977,"no","no",6.4,15116,82,"no","no","no","no","yes","no"
"594",79,"yes","yes",139,"yes",1996,"yes","no",7.3,183717,85,"yes","no","no","no","no","no"
"595",82,"yes","yes",104,"yes",2008,"no","yes",7.5,64873,59,"no","no","no","no","no","no"
"596",87,"yes","yes",109,"no",1981,"yes","no",7.7,20738,92,"yes","no","yes","yes","no","yes"
"597",87,"yes","no",81,"yes",1993,"no","no",7.6,123769,72,"no","no","no","no","no","no"
"598",71,"yes","no",127,"no",1994,"no","yes",7,79866,67,"no","no","no","yes","no","no"
"599",88,"yes","no",83,"no",1989,"no","no",7.6,160237,92,"no","no","no","no","no","no"
"600",50,"yes","no",94,"no",2009,"yes","no",6.3,24595,49,"no","no","yes","no","no","no"
"601",70,"yes","no",112,"no",2011,"no","yes",7,16883,89,"no","no","no","no","no","no"
"602",92,"no","no",93,"no",2007,"no","no",8.4,390,95,"no","no","no","no","no","no"
"603",70,"yes","no",91,"yes",1980,"no","yes",6.9,19539,42,"no","no","no","no","no","no"
"604",38,"yes","no",116,"no",1978,"no","yes",5.7,48718,53,"no","no","no","no","no","no"
"605",44,"yes","no",89,"no",2013,"no","yes",6.1,26301,49,"no","no","no","no","no","no"
"606",80,"yes","no",124,"yes",1998,"yes","no",7,26943,56,"no","no","no","no","no","no"
"607",66,"yes","yes",94,"no",2003,"no","no",6.7,4077,40,"no","no","no","no","no","no"
"608",55,"yes","yes",103,"yes",2004,"no","no",6.2,63511,22,"no","no","no","no","no","no"
"609",79,"yes","yes",80,"no",2010,"yes","no",7.5,27601,90,"no","no","no","no","no","no"
"610",69,"yes","yes",194,"no",1997,"yes","no",7.7,756602,88,"yes","yes","no","yes","yes","yes"
"611",91,"no","no",94,"yes",2010,"no","yes",7.8,3998,93,"no","no","no","no","no","no"
"612",38,"yes","yes",112,"yes",2013,"no","no",6,19898,46,"no","no","no","no","no","no"
"613",67,"yes","yes",107,"yes",2007,"no","no",6.9,10786,68,"no","no","no","no","no","no"
"614",58,"yes","yes",97,"no",1998,"no","no",6.9,2857,71,"no","no","no","no","no","no"
"615",89,"no","no",89,"no",1974,"no","no",7.8,9675,88,"no","no","no","no","no","no"
"616",88,"yes","yes",91,"yes",2005,"no","yes",7.6,7545,87,"no","no","no","no","no","no"
"617",52,"yes","no",82,"yes",1995,"no","no",4.5,2113,9,"no","no","no","no","no","no"
"618",89,"yes","yes",90,"yes",1990,"no","yes",7.5,3448,100,"no","no","no","no","no","no"
"619",55,"yes","yes",100,"yes",1992,"no","no",6,2441,46,"no","no","yes","no","no","no"
"620",53,"yes","yes",108,"no",1989,"no","yes",6.2,12402,63,"no","no","no","no","no","no"
"621",65,"yes","no",90,"no",1981,"no","yes",5.7,3373,25,"no","no","no","no","no","no"
"622",33,"yes","no",96,"no",1995,"no","no",4.9,6322,14,"no","no","no","no","no","no"
"623",74,"yes","no",91,"no",2013,"no","yes",7.3,9906,63,"no","no","no","no","no","no"
"624",78,"yes","yes",113,"no",1980,"no","yes",7.2,15025,91,"no","no","yes","no","no","no"
"625",73,"yes","no",95,"yes",1995,"yes","no",7.1,30826,77,"no","no","no","no","yes","no"
"626",89,"yes","yes",134,"no",2013,"yes","no",7.9,309896,93,"yes","no","yes","no","no","no"
"627",35,"yes","no",104,"yes",1982,"no","no",5.4,7284,7,"no","no","no","no","no","no"
"628",70,"yes","no",121,"yes",1996,"yes","no",6.7,58907,67,"no","no","no","no","no","no"
"629",48,"yes","no",112,"no",2008,"no","no",5.6,57251,11,"no","no","yes","no","no","no"
"630",18,"yes","no",85,"no",2006,"no","no",2.8,3790,8,"no","no","no","no","no","no"
"631",41,"yes","yes",119,"yes",2000,"no","no",5.7,8818,26,"no","no","yes","no","no","no"
"632",22,"yes","no",99,"yes",1992,"no","yes",4.3,11125,6,"no","no","no","yes","no","no"
"633",81,"yes","yes",142,"no",2012,"no","no",7.3,675907,84,"no","no","no","yes","no","yes"
"634",35,"yes","yes",95,"yes",1999,"yes","no",4.9,2120,40,"no","no","no","no","no","no"
"635",73,"yes","yes",99,"no",2006,"no","yes",6.8,111132,35,"no","no","no","yes","no","no"
"636",95,"yes","yes",133,"yes",1993,"yes","no",8.1,103378,94,"yes","no","yes","yes","no","no"
"637",37,"yes","yes",100,"yes",1997,"no","yes",6.1,13682,17,"no","no","no","no","no","no"
"638",40,"yes","no",99,"no",2007,"no","yes",5.9,63672,19,"no","no","no","yes","no","no"
"639",72,"yes","yes",112,"yes",1981,"no","yes",7.1,6946,85,"no","no","no","no","no","no"
"640",55,"yes","yes",136,"no",1975,"no","no",6.4,3584,38,"no","no","no","yes","no","no"
"641",65,"yes","no",92,"no",2007,"yes","no",5.3,54363,27,"no","no","no","no","no","no"
"642",81,"no","no",103,"no",2011,"yes","no",7.7,11197,95,"no","no","no","no","no","no"
"643",81,"yes","yes",114,"yes",2005,"no","no",7.4,96787,90,"yes","no","yes","no","no","no"
"644",73,"yes","no",88,"no",1982,"no","yes",6.8,16366,77,"no","no","no","no","no","no"
"645",74,"yes","yes",88,"no",1999,"no","yes",7.2,134270,88,"no","no","no","no","no","no"
"646",35,"yes","yes",116,"no",1988,"yes","no",5.2,11657,36,"no","no","no","no","no","no"
"647",26,"yes","yes",97,"no",2008,"no","yes",5.9,8345,44,"no","no","no","no","no","no"
"648",81,"yes","no",82,"yes",1998,"no","no",6.7,46794,29,"no","no","no","no","no","no"
"649",52,"yes","no",87,"yes",2008,"no","no",5.9,10087,80,"no","no","no","no","no","no"
"650",34,"yes","no",120,"no",2004,"no","yes",5.8,66054,31,"no","no","no","no","no","yes"
"651",51,"yes","no",97,"no",2012,"no","yes",4.2,43574,17,"no","no","no","no","no","no"
